Project,Severity,Status,Line,Message,Component,Debt,Effort,Creation Date
ReportComparator,MAJOR,OPEN,1100,"Either merge this branch with the identical one on line ""1096"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/index.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,47,"Either merge this branch with the identical one on line ""45"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/locations.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,67,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/locations.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,81,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/locations.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,43,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/check.py,11min,11min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,24,Refactor this function to reduce its Cognitive Complexity from 64 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/freeze.py,54min,54min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,25,"Function ""freeze"" has 9 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/freeze.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,170,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/freeze.py,13min,13min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,47,"Either merge this branch with the identical one on line ""43"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/prepare.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,108,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/prepare.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,116,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/prepare.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,148,Either remove or fill this block of code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/prepare.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,213,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/prepare.py,14min,14min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,233,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/prepare.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,327,Merge this if statement with the enclosing one.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/operations/prepare.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,160,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/pep425tags.py,12min,12min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,221,Refactor this function to reduce its Cognitive Complexity from 51 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/pep425tags.py,41min,41min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,107,Refactor this function to reduce its Cognitive Complexity from 46 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_file.py,36min,36min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,107,"Function ""process_line"" has 9 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_file.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,204,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_file.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,261,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_file.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,73,"Method ""__init__"" has 13 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,175,Refactor this function to reduce its Cognitive Complexity from 41 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,31min,31min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,361,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,524,Refactor this function to reduce its Cognitive Complexity from 36 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,26min,26min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,555,"Either merge this branch with the identical one on line ""552"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,664,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,12min,12min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,732,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,6min,6min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,732,"Method ""install"" has 9 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,805,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,806,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,887,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,950,"Method ""move_wheel_files"" has 8 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,1012,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_install.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,44,Refactor this function to reduce its Cognitive Complexity from 28 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_set.py,18min,18min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,102,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_set.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,97,Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_uninstall.py,11min,11min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,274,Refactor this function to reduce its Cognitive Complexity from 41 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_uninstall.py,31min,31min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,317,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/req/req_uninstall.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,37,"Method ""__init__"" has 12 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/resolve.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,241,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/resolve.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,76,"Rename this parameter ""ExceptionType"" to match the regular expression ^[_a-z][a-z0-9_]*$.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/misc.py,2min,2min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,240,"Either merge this branch with the identical one on line ""236"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/misc.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,491,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/misc.py,14min,14min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,588,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/misc.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,589,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/misc.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,600,Refactor this function to reduce its Cognitive Complexity from 43 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/misc.py,33min,33min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,600,"Function ""call_subprocess"" has 8 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/misc.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,705,Either remove or fill this block of code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/misc.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MINOR,OPEN,801,"Rename class ""cached_property"" to match the regular expression ^[A-Z_][a-zA-Z0-9]+$.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/misc.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,278,"Rename function ""DownloadProgressProvider"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/ui.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,303,"Either merge this branch with the identical one on line ""298"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/utils/ui.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,292,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/vcs/__init__.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,412,"Method ""run_command"" has 8 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/vcs/__init__.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,105,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/vcs/subversion.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,127,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/vcs/subversion.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,215,"Take the required action to fix the issue indicated by this ""FIXME"" comment.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/vcs/subversion.py,Null,Null,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,148,"Rename function ""message_about_scripts_not_on_PATH"" to match the regular expression ^[a-z_][a-z0-9_]{2,}$.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/wheel.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,208,Refactor this function to reduce its Cognitive Complexity from 80 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/wheel.py,1h10min,1h10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,208,"Function ""move_wheel_files"" has 11 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/wheel.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,330,"Either merge this branch with the identical one on line ""326"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/wheel.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,695,Refactor this function to reduce its Cognitive Complexity from 53 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/wheel.py,43min,43min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,719,Either remove or fill this block of code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/wheel.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,721,Either remove or fill this block of code.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/wheel.py,5min,5min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,721,"Either merge this branch with the identical one on line ""719"" or change one of the implementations.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_internal/wheel.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,45,Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/appdirs.py,9min,9min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,100,Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/appdirs.py,13min,13min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,257,Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/appdirs.py,10min,10min,2019-01-24T12:22:27+0100
ReportComparator,MAJOR,OPEN,15,"Method ""__init__"" has 9 parameters, which is greater than the 7 authorized.",ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/cachecontrol/adapter.py,20min,20min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,58,Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/cachecontrol/adapter.py,12min,12min,2019-01-24T12:22:27+0100
ReportComparator,CRITICAL,OPEN,64,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,ReportComparator:venv/Lib/site-packages/pip-10.0.1-py3.6.egg/pip/_vendor/cachecontrol/controller.py,8min,8min,2019-01-24T12:22:27+0100
